0.312442	0.312442	t0	0.34561458230019	0.34561458230019
1.048262	1.048297	t1	0.46620142459869	0.46620142459869
1.714063	1.714063	t2	0.57482570409775	0.38802427053452
2.353708	2.353708	t3	0.6618646979332	0.6618646979332
3.047046	3.047046	t4	0.23114764690399	0.23112514615059
3.738324	3.738324	t5	0.41322699189186	0.41322699189186
4.457716	4.457716	t6	0.3637615442276	0.3637615442276
5.09152	5.09152	t7	1.0005680322647	1.0005680322647
5.741283	5.741283	t8	0.28896084427834	0.28027951717377
6.351718	6.351718	t9	0.26651620864868	0.26651620864868
7.157652	7.157652	t10	0.30737528204918	0.30737528204918
7.833633	7.833633	t11	0.89544743299484	0.89544743299484
8.430389	8.430389	t12	0.696653008461	0.696653008461
9.166787	9.166787	t13	1.0047917366028	1.0008614063263
9.900335	9.900335	t14	0.90851706266403	0.42344808578491
10.627044	10.627044	t15	0.46236979961395	0.22214019298553
11.379971	11.379971	t16	0.12876303493977	0.12876303493977
12.112949	12.112949	t17	0.55114215612411	0.25717005133629
12.819709	12.819709	t18	1.0044108629227	1.0044108629227
13.550977	13.550977	t19	1.0001077651978	0.74101221561432
14.302468	14.302468	t20	0.53412240743637	0.53412240743637
15.023203	15.023203	t21	0.59872841835022	0.38371872901917
15.676386	15.676386	t22	0.77565479278564	0.77565479278564
16.362057	16.362057	t23	0.2707924246788	0.2707924246788
17.093325	17.093325	t24	0.72364020347595	0.31597539782524
17.818894	17.818894	t25	1.0050783157349	1.0050783157349
18.495445	18.495445	t26	0.79611897468567	0.43446922302246
19.163732	19.163732	t27	0.66667091846466	0.53800112009048
19.830879	19.830879	t28	0.19486379623413	0.13193249702454
